task_id,mechanism_class,data_seed,strategy,selected_proposal_id,selected_source_labels,selected_formula,validation_rmse,locked_rmse,baseline_locked_rmse,normalized_locked_rmse,complexity,stability_violations,corrected_behavior_recovered,acquisitions_used,initial_gate_triggered,final_ambiguity_class,final_equivalent_candidate_count,final_equivalent_candidate_ids,final_normalized_maximum_pairwise_rmse,ambiguity_resolved_or_prediction_equivalent,further_active_query_indicated,recommended_query,stop_reason
XFER-CYCLIC-01,cyclic_damage,3756040860,conditional_space_filling,portfolio_0740b27fbf634982,semantic_llm,M_base(x) + (a * (x1 ^ b) * x2),0.0016939096878580188,0.008702792762282788,0.03371808762486044,0.2581045775522036,6,0,False,3,True,structurally_ambiguous,3,"[""portfolio_0740b27fbf634982"", ""portfolio_5564c077b997f020"", ""portfolio_8b005e95bb1aa73f""]",5.355259654504987,False,True,"{""x1"": 2.1254808003228334, ""x2"": 0.45076337288792917}",maximum_active_budget_reached
XFER-CYCLIC-01,cyclic_damage,3756040860,evidence_guided_predictive_disagreement,portfolio_0740b27fbf634982,semantic_llm,M_base(x) + (a * (x1 ^ b) * x2),0.0016505438259296398,0.008846899850219504,0.03371808762486044,0.26237845837071316,6,0,False,3,True,structurally_ambiguous,3,"[""portfolio_0740b27fbf634982"", ""portfolio_5564c077b997f020"", ""portfolio_8b005e95bb1aa73f""]",5.647526113579301,False,True,"{""x1"": 2.1254808003228334, ""x2"": 0.45076337288792917}",maximum_active_budget_reached
XFER-THERMAL-01,thermal_damage,3756040860,no_acquisition,portfolio_4b5119916edeb1c7,pysr,M_base(x) + ((x1 ^ 2.07481) * pysr_coefficient_1),0.007050638112828147,0.05174646530033008,0.19020810949865335,0.2720518354171247,5,0,False,0,True,prediction_equivalent,3,"[""portfolio_4b5119916edeb1c7"", ""portfolio_6e5fd7418894ccaa"", ""portfolio_e023101c8d4e4250""]",1.3217537068526497,True,False,{},maximum_active_budget_reached
XFER-THERMAL-01,thermal_damage,3756040860,conditional_space_filling,portfolio_fba7f45e70b2f577,pysr,M_base(x) + (tanh(x1) + (-1 * x1)),0.008610773088524993,0.09650441961275492,0.19020810949865335,0.5073622773872224,6,0,False,1,True,identified_singleton,1,"[""portfolio_fba7f45e70b2f577""]",0.0,True,False,{},insufficient_validation_equivalent_candidates
XFER-THERMAL-01,thermal_damage,3756040860,evidence_guided_predictive_disagreement,portfolio_0381c7bec88c1b5a,semantic_llm,M_base(x) + (p1 * x1 * x1),0.007248486809073382,0.048551807210343634,0.19020810949865335,0.25525624190427787,4,0,False,3,True,prediction_equivalent,3,"[""portfolio_0381c7bec88c1b5a"", ""portfolio_6e5fd7418894ccaa"", ""portfolio_e023101c8d4e4250""]",0.3411025747852591,True,False,{},maximum_active_budget_reached
XFER-CREEP-01,creep,1158657079,no_acquisition,portfolio_52cdebd74f960e16,semantic_llm,M_base(x) + (p0 * (x1 ^ p1) * x2),0.005351887682202905,0.0694015772773062,0.19420270627285532,0.35736668458057835,6,0,False,0,False,prediction_equivalent,2,"[""portfolio_52cdebd74f960e16"", ""portfolio_45ed6b44e136cf16""]",0.6311915373755714,False,False,{},equivalent_candidates_predict_similarly
XFER-CREEP-01,creep,1158657079,conditional_space_filling,portfolio_52cdebd74f960e16,semantic_llm,M_base(x) + (p0 * (x1 ^ p1) * x2),0.005351887682202905,0.0694015772773062,0.19420270627285532,0.35736668458057835,6,0,False,0,False,prediction_equivalent,2,"[""portfolio_52cdebd74f960e16"", ""portfolio_45ed6b44e136cf16""]",0.6311915373755714,False,False,{},equivalent_candidates_predict_similarly
XFER-CREEP-01,creep,1158657079,evidence_guided_predictive_disagreement,portfolio_52cdebd74f960e16,semantic_llm,M_base(x) + (p0 * (x1 ^ p1) * x2),0.005351887682202905,0.0694015772773062,0.19420270627285532,0.35736668458057835,6,0,False,0,False,prediction_equivalent,2,"[""portfolio_52cdebd74f960e16"", ""portfolio_45ed6b44e136cf16""]",0.6311915373755714,False,False,{},equivalent_candidates_predict_similarly
XFER-PERM-01,permeability,1158657079,no_acquisition,portfolio_c726de43d57d2551,pysr,M_base(x) + (sin((x1 ^ 0.858421)) * pysr_coefficient_1),0.0049875204591159515,0.02310503859848282,0.2582202270362087,0.08947803533316132,6,0,False,0,True,structurally_ambiguous,3,"[""portfolio_c726de43d57d2551"", ""portfolio_4cb6335842f85c06"", ""portfolio_852a841ffca37304""]",5.805757968324006,False,True,"{""x1"": 2.19736859874803}",maximum_active_budget_reached
XFER-PERM-01,permeability,1158657079,conditional_space_filling,portfolio_c726de43d57d2551,pysr,M_base(x) + (sin((x1 ^ 0.858421)) * pysr_coefficient_1),0.005346352978972471,0.02092676934278867,0.2582202270362087,0.08104233190010414,6,0,False,3,True,structurally_ambiguous,3,"[""portfolio_c726de43d57d2551"", ""portfolio_4cb6335842f85c06"", ""portfolio_852a841ffca37304""]",5.226418786339316,False,True,"{""x1"": 2.1944514946429288}",maximum_active_budget_reached
XFER-PERM-01,permeability,1158657079,evidence_guided_predictive_disagreement,portfolio_852a841ffca37304,semantic_llm,M_base(x) * (1 / (1 + (a * x1))),0.00501776793551485,0.012553653938449622,0.2582202270362087,0.04861607505553504,7,0,True,3,True,prediction_equivalent,3,"[""portfolio_852a841ffca37304"", ""portfolio_4cb6335842f85c06"", ""portfolio_4f0192b341557653""]",1.9956592893525975,True,False,{},maximum_active_budget_reached
XFER-CYCLIC-01,cyclic_damage,1158657079,no_acquisition,portfolio_6d1e7838ef8cd1bb,semantic_llm,M_base(x) * (1 + (c3 * x1 * x2)),0.0015221803354549502,0.029100397440579833,0.034492277697882504,0.843678625559898,6,0,False,0,True,structurally_ambiguous,3,"[""portfolio_6d1e7838ef8cd1bb"", ""portfolio_051605aaaff8eac3"", ""portfolio_d6a289b6952c4de9""]",26.716860897747832,False,True,"{""x1"": 2.1503687976655192, ""x2"": 1.06307233554583}",maximum_active_budget_reached
XFER-CYCLIC-01,cyclic_damage,1158657079,conditional_space_filling,portfolio_2f97ca98b8b55e0d,semantic_llm,M_base(x) + (a2 * x1 * (x2 ^ b2)),0.0016507562237856469,0.00576088141518492,0.034492277697882504,0.167019454778963,6,0,False,3,True,structurally_ambiguous,3,"[""portfolio_2f97ca98b8b55e0d"", ""portfolio_051605aaaff8eac3"", ""portfolio_c81e2fdb8c1c16d0""]",7.179850987333771,False,True,"{""x1"": 2.1591548904594062, ""x2"": 0.6407202165679353}",maximum_active_budget_reached
XFER-CYCLIC-01,cyclic_damage,1158657079,evidence_guided_predictive_disagreement,portfolio_0740b27fbf634982,semantic_llm,M_base(x) + (a1 * (x1 ^ b1) * x2),0.00155756660291533,0.008939633154872577,0.034492277697882504,0.2591778146162086,6,0,False,3,True,structurally_ambiguous,3,"[""portfolio_0740b27fbf634982"", ""portfolio_051605aaaff8eac3"", ""portfolio_c81e2fdb8c1c16d0""]",6.368393955389201,False,True,"{""x1"": 2.1784650739089204, ""x2"": 0.38191851784163533}",maximum_active_budget_reached
XFER-THERMAL-01,thermal_damage,1158657079,no_acquisition,portfolio_556aec11a60da122,pysr,M_base(x) + (x1 * cos(sin(x2)) * pysr_coefficient_1 * x1),0.006445684688826971,0.01773150190943129,0.18776267990334625,0.09443570958061984,7,0,True,0,True,structurally_ambiguous,3,"[""portfolio_556aec11a60da122"", ""portfolio_0b1b289d053b08b1"", ""portfolio_3f73fe709fd4cef9""]",2.302776158981802,False,True,"{""x1"": 1.1829550778549498, ""x2"": 0.007918297013777414}",maximum_active_budget_reached
XFER-THERMAL-01,thermal_damage,1158657079,conditional_space_filling,portfolio_556aec11a60da122,pysr,M_base(x) + (x1 * cos(sin(x2)) * pysr_coefficient_1 * x1),0.007221066169206403,0.014284983720754199,0.18776267990334625,0.07607999485365045,7,0,True,3,True,structurally_ambiguous,3,"[""portfolio_556aec11a60da122"", ""portfolio_0af08855f24ea4a2"", ""portfolio_846bd41c4afaf0e1""]",4.384677328422409,False,True,"{""x1"": 1.3248809595513036, ""x2"": 0.005571241759215323}",maximum_active_budget_reached
XFER-THERMAL-01,thermal_damage,1158657079,evidence_guided_predictive_disagreement,portfolio_0af08855f24ea4a2,pysr,M_base(x) + (((x2 * ((x2 + pysr_coefficient_1) ^ -1)) ^ x2) * x1 * pysr_coefficient_2 * x1 * (pysr_coefficient_3 ^ -1)),0.006449393301081945,0.0210912873729834,0.18776267990334625,0.11232949691515091,16,0,False,1,True,prediction_equivalent,2,"[""portfolio_0af08855f24ea4a2"", ""portfolio_846bd41c4afaf0e1""]",0.5893386282929519,True,False,{},equivalent_candidates_predict_similarly
XFER-CREEP-01,creep,2844560664,no_acquisition,portfolio_3d9b72639aa77fc8,semantic_llm,M_base(x) + ((p0 * x1 * x2) / (1 + (p1 * x1))),0.0027508810124607336,0.0222782669518352,0.19498907279216912,0.1142539252729341,10,0,False,0,True,structurally_ambiguous,3,"[""portfolio_3d9b72639aa77fc8"", ""portfolio_6f0135f95ff860fa"", ""portfolio_a4f22862f25a026f""]",12.071284539166204,False,True,"{""x1"": 1.9762439917494221, ""x2"": 1.4548092337763228}",maximum_active_budget_reached
XFER-CREEP-01,creep,2844560664,conditional_space_filling,portfolio_b6da468acad53e10,pysr,M_base(x) + (tanh(tanh(tanh((x1 + pysr_coefficient_1)))) * x2 * pysr_coefficient_2),0.0033094056173847684,0.005263153732309059,0.19498907279216912,0.026992044512765285,9,0,True,3,True,structurally_ambiguous,3,"[""portfolio_b6da468acad53e10"", ""portfolio_6f0135f95ff860fa"", ""portfolio_a4f22862f25a026f""]",3.5229998524135553,False,True,"{""x1"": 1.9137334438117477, ""x2"": 1.4989417451843865}",maximum_active_budget_reached
XFER-CREEP-01,creep,2844560664,evidence_guided_predictive_disagreement,portfolio_b6da468acad53e10,pysr,M_base(x) + (tanh(tanh(tanh((x1 + pysr_coefficient_1)))) * x2 * pysr_coefficient_2),0.0033099372922281473,0.00418255313103542,0.19498907279216912,0.02145019241921024,9,0,True,3,True,structurally_ambiguous,3,"[""portfolio_b6da468acad53e10"", ""portfolio_6f0135f95ff860fa"", ""portfolio_a4f22862f25a026f""]",2.7403657441768527,False,True,"{""x1"": 1.9849426542993567, ""x2"": 1.4352454678366322}",maximum_active_budget_reached
XFER-PERM-01,permeability,2844560664,no_acquisition,portfolio_ed7508e8a47eec24,pysr,M_base(x) + (tanh(x1) * pysr_coefficient_1),0.00712617902016589,0.005510073512615476,0.25594144762376553,0.021528648695913043,4,0,True,0,True,structurally_ambiguous,3,"[""portfolio_ed7508e8a47eec24"", ""portfolio_2f5dc69d831ee758"", ""portfolio_5207d42465533214""]",5.736989165202677,False,True,"{""x1"": 2.1990013054249418}",maximum_active_budget_reached
XFER-PERM-01,permeability,2844560664,conditional_space_filling,portfolio_5207d42465533214,pysr,M_base(x) + (tanh(tanh(x1)) * pysr_coefficient_1),0.007152268430715133,0.03094943522014485,0.25594144762376553,0.12092388906716112,5,0,False,3,True,structurally_ambiguous,3,"[""portfolio_5207d42465533214"", ""portfolio_2f5dc69d831ee758"", ""portfolio_c7e5fcf468fb086d""]",10.856115200490091,False,True,"{""x1"": 2.194763291157757}",maximum_active_budget_reached
XFER-PERM-01,permeability,2844560664,evidence_guided_predictive_disagreement,portfolio_ed7508e8a47eec24,pysr,M_base(x) + (tanh(x1) * pysr_coefficient_1),0.007108938446467416,0.005386764349832032,0.25594144762376553,0.02104686208445061,4,0,True,3,True,structurally_ambiguous,3,"[""portfolio_ed7508e8a47eec24"", ""portfolio_5207d42465533214"", ""portfolio_c7e5fcf468fb086d""]",10.444240051445009,False,True,"{""x1"": 2.185953359844723}",maximum_active_budget_reached
XFER-CYCLIC-01,cyclic_damage,2844560664,no_acquisition,portfolio_6d1e7838ef8cd1bb,semantic_llm,M_base(x) * (1 + (p1 * x1 * x2)),0.0014270111672070546,0.022076543986048636,0.032886586534658535,0.6712932630688988,6,0,False,0,True,structurally_ambiguous,3,"[""portfolio_6d1e7838ef8cd1bb"", ""portfolio_93488e518fc34807"", ""portfolio_bc39decce0909f2d""]",13.348145215220901,False,True,"{""x1"": 2.0336540977852327, ""x2"": 1.0720107974805715}",maximum_active_budget_reached
XFER-CYCLIC-01,cyclic_damage,2844560664,conditional_space_filling,portfolio_bc39decce0909f2d,pysr,M_base(x) + (((x1 * x2) ^ 1.62297) * pysr_coefficient_1),0.0013918643418396044,0.003936257299524094,0.032886586534658535,0.11969187788388282,7,0,True,1,True,prediction_equivalent,3,"[""portfolio_bc39decce0909f2d"", ""portfolio_5564c077b997f020"", ""portfolio_975fbf7852878db4""]",0.763523307720294,True,False,{},equivalent_candidates_predict_similarly
XFER-CYCLIC-01,cyclic_damage,2844560664,evidence_guided_predictive_disagreement,portfolio_bc39decce0909f2d,pysr,M_base(x) + (((x1 * x2) ^ 1.62297) * pysr_coefficient_1),0.0013918643418396044,0.003936257299524094,0.032886586534658535,0.11969187788388282,7,0,True,1,True,prediction_equivalent,3,"[""portfolio_bc39decce0909f2d"", ""portfolio_5564c077b997f020"", ""portfolio_975fbf7852878db4""]",0.763523307720294,True,False,{},equivalent_candidates_predict_similarly
XFER-THERMAL-01,thermal_damage,2844560664,no_acquisition,portfolio_0381c7bec88c1b5a,semantic_llm,M_base(x) + (p_x1_sq * (x1 ^ 2)),0.008269562632935788,0.043642439572687375,0.17793364991705346,0.24527367135464245,5,0,False,0,True,prediction_equivalent,3,"[""portfolio_0381c7bec88c1b5a"", ""portfolio_30995989ca7f0896"", ""portfolio_34314915a6b0de12""]",1.0040251180376576,True,False,{},maximum_active_budget_reached
XFER-THERMAL-01,thermal_damage,2844560664,conditional_space_filling,portfolio_d0e503bd91d78dc5,pysr,M_base(x) + ((x1 ^ 1.59877) * exp(((x1 * pysr_coefficient_1 * x1) ^ x2)) * pysr_coefficient_2),0.0064594319844860386,0.010163984419118172,0.17793364991705346,0.05712232859752088,12,0,True,3,True,prediction_equivalent,2,"[""portfolio_d0e503bd91d78dc5"", ""portfolio_322a0aa02942022b""]",1.6219182610740328,True,False,{},equivalent_candidates_predict_similarly
XFER-THERMAL-01,thermal_damage,2844560664,evidence_guided_predictive_disagreement,portfolio_322a0aa02942022b,pysr,M_base(x) + ((x1 ^ 0.900967) * (pysr_coefficient_1 + (-1 * (pysr_coefficient_2 * ((x2 + pysr_coefficient_3) ^ -1)))) * x1 * (exp((x1 + pysr_coefficient_4)) + pysr_coefficient_5)),0.00593683435584089,0.0034203635386858143,0.17793364991705346,0.019222690819191705,22,0,True,2,True,identified_singleton,1,"[""portfolio_322a0aa02942022b""]",0.0,True,False,{},insufficient_validation_equivalent_candidates
XFER-CREEP-01,creep,516005977,no_acquisition,portfolio_5eaa2bf2ae39cc92,semantic_llm,M_base(x) + (a0 * x2 * (x1 / (x1 + a1))),0.0023950381481381206,0.017162564730029337,0.19857331042158657,0.08642936300750528,8,0,False,0,False,identified_singleton,1,"[""portfolio_5eaa2bf2ae39cc92""]",0.0,False,False,{},insufficient_validation_equivalent_candidates
XFER-CREEP-01,creep,516005977,conditional_space_filling,portfolio_5eaa2bf2ae39cc92,semantic_llm,M_base(x) + (a0 * x2 * (x1 / (x1 + a1))),0.0023950381481381206,0.017162564730029337,0.19857331042158657,0.08642936300750528,8,0,False,0,False,identified_singleton,1,"[""portfolio_5eaa2bf2ae39cc92""]",0.0,False,False,{},insufficient_validation_equivalent_candidates
XFER-CREEP-01,creep,516005977,evidence_guided_predictive_disagreement,portfolio_5eaa2bf2ae39cc92,semantic_llm,M_base(x) + (a0 * x2 * (x1 / (x1 + a1))),0.0023950381481381206,0.017162564730029337,0.19857331042158657,0.08642936300750528,8,0,False,0,False,identified_singleton,1,"[""portfolio_5eaa2bf2ae39cc92""]",0.0,False,False,{},insufficient_validation_equivalent_candidates
XFER-PERM-01,permeability,516005977,no_acquisition,portfolio_5207d42465533214,pysr,M_base(x) + (tanh(tanh(x1)) * pysr_coefficient_1),0.005271370335742051,0.03329611699832837,0.2586554235568409,0.1287276970282101,5,0,False,0,True,prediction_equivalent,3,"[""portfolio_5207d42465533214"", ""portfolio_70a875be22253495"", ""portfolio_eb5ef2c30cf1909a""]",0.24289836588804847,True,False,{},maximum_active_budget_reached
XFER-PERM-01,permeability,516005977,conditional_space_filling,portfolio_852a841ffca37304,semantic_llm,M_base(x) * (1 / (1 + (p0 * x1))),0.005348672829998559,0.015058774146472555,0.2586554235568409,0.0582194409047963,7,0,True,3,True,structurally_ambiguous,3,"[""portfolio_852a841ffca37304"", ""portfolio_5860ed79848d09cc"", ""portfolio_f6b13d1fbb801f0b""]",2.012295433739971,False,True,"{""x1"": 2.1780296282513025}",maximum_active_budget_reached
XFER-PERM-01,permeability,516005977,evidence_guided_predictive_disagreement,portfolio_852a841ffca37304,semantic_llm,M_base(x) * (1 / (1 + (p0 * x1))),0.005402988869520453,0.014766194409303544,0.2586554235568409,0.05708828450704648,7,0,True,3,True,prediction_equivalent,3,"[""portfolio_852a841ffca37304"", ""portfolio_5860ed79848d09cc"", ""portfolio_f6b13d1fbb801f0b""]",1.9814846943720734,True,False,{},maximum_active_budget_reached
XFER-CYCLIC-01,cyclic_damage,516005977,no_acquisition,portfolio_5564c077b997f020,semantic_llm,M_base(x) + (p0 * ((x1 * x2) ^ p1)),0.0013344573530172429,0.004474585956355425,0.03301241812442433,0.13554250826130457,7,0,True,0,True,structurally_ambiguous,3,"[""portfolio_5564c077b997f020"", ""portfolio_051605aaaff8eac3"", ""portfolio_89f67f3582185334""]",12.266876028535167,False,True,"{""x1"": 2.1695800411366832, ""x2"": 1.0923241947509785}",maximum_active_budget_reached
XFER-CYCLIC-01,cyclic_damage,516005977,conditional_space_filling,portfolio_5564c077b997f020,semantic_llm,M_base(x) + (p0 * ((x1 * x2) ^ p1)),0.0013848835270943497,0.0035181305180370004,0.03301241812442433,0.10656991271518224,7,0,True,3,True,structurally_ambiguous,3,"[""portfolio_5564c077b997f020"", ""portfolio_051605aaaff8eac3"", ""portfolio_1f3eabe5cf8f5e3a""]",5.288991853624577,False,True,"{""x1"": 1.719619189212076, ""x2"": 1.0712786927782139}",maximum_active_budget_reached
XFER-CYCLIC-01,cyclic_damage,516005977,evidence_guided_predictive_disagreement,portfolio_5564c077b997f020,semantic_llm,M_base(x) + (p0 * ((x1 * x2) ^ p1)),0.001420436716721187,0.0034906737874297574,0.03301241812442433,0.10573820355338262,7,0,True,3,True,structurally_ambiguous,3,"[""portfolio_5564c077b997f020"", ""portfolio_051605aaaff8eac3"", ""portfolio_1f3eabe5cf8f5e3a""]",5.433380042468434,False,True,"{""x1"": 1.719619189212076, ""x2"": 1.0712786927782139}",maximum_active_budget_reached
XFER-THERMAL-01,thermal_damage,516005977,no_acquisition,portfolio_f1517f5e9a1958ba,pysr,M_base(x) + (cos(x2) * x1 * x1 * pysr_coefficient_1),0.005719079991328299,0.03813902639360263,0.183804866501786,0.20749737000696897,6,0,False,0,True,structurally_ambiguous,3,"[""portfolio_f1517f5e9a1958ba"", ""portfolio_98e02b7e22eff03c"", ""portfolio_f2d95a36f016fca8""]",10.14325312965521,False,True,"{""x1"": 1.3833998062745598, ""x2"": 1.4634675888184159}",maximum_active_budget_reached
XFER-THERMAL-01,thermal_damage,516005977,conditional_space_filling,portfolio_f1517f5e9a1958ba,pysr,M_base(x) + (cos(x2) * x1 * x1 * pysr_coefficient_1),0.006828344090941355,0.03679634923274138,0.183804866501786,0.2001924646123765,6,0,False,3,True,structurally_ambiguous,3,"[""portfolio_f1517f5e9a1958ba"", ""portfolio_98e02b7e22eff03c"", ""portfolio_f2d95a36f016fca8""]",7.997320399080177,False,True,"{""x1"": 1.266856446622228, ""x2"": 1.4979271849122027}",maximum_active_budget_reached
XFER-THERMAL-01,thermal_damage,516005977,evidence_guided_predictive_disagreement,portfolio_f1517f5e9a1958ba,pysr,M_base(x) + (cos(x2) * x1 * x1 * pysr_coefficient_1),0.006933921855267191,0.03677857419645554,0.183804866501786,0.2000957585967843,6,0,False,1,True,identified_singleton,1,"[""portfolio_f1517f5e9a1958ba""]",0.0,True,False,{},insufficient_validation_equivalent_candidates
